timestamp,openclaw-gateway_details-v1&p50,productpage-v1_details-v1&p50,unknown_details-v1&p50,openclaw-gateway_ratings-v1&p50,reviews-v2_ratings-v1&p50,reviews-v3_ratings-v1&p50,unknown_ratings-v1&p50,openclaw-gateway_reviews-v1&p50,productpage-v1_reviews-v1&p50,unknown_reviews-v1&p50,openclaw-gateway_reviews-v2&p50,productpage-v1_reviews-v2&p50,unknown_reviews-v2&p50,openclaw-gateway_reviews-v3&p50,productpage-v1_reviews-v3&p50,unknown_reviews-v3&p50,openclaw-gateway_details-v1&p90,productpage-v1_details-v1&p90,unknown_details-v1&p90,openclaw-gateway_ratings-v1&p90,reviews-v2_ratings-v1&p90,reviews-v3_ratings-v1&p90,unknown_ratings-v1&p90,openclaw-gateway_reviews-v1&p90,productpage-v1_reviews-v1&p90,unknown_reviews-v1&p90,openclaw-gateway_reviews-v2&p90,productpage-v1_reviews-v2&p90,unknown_reviews-v2&p90,openclaw-gateway_reviews-v3&p90,productpage-v1_reviews-v3&p90,unknown_reviews-v3&p90,openclaw-gateway_details-v1&p99,productpage-v1_details-v1&p99,unknown_details-v1&p99,openclaw-gateway_ratings-v1&p99,reviews-v2_ratings-v1&p99,reviews-v3_ratings-v1&p99,unknown_ratings-v1&p99,openclaw-gateway_reviews-v1&p99,productpage-v1_reviews-v1&p99,unknown_reviews-v1&p99,openclaw-gateway_reviews-v2&p99,productpage-v1_reviews-v2&p99,unknown_reviews-v2&p99,openclaw-gateway_reviews-v3&p99,productpage-v1_reviews-v3&p99,unknown_reviews-v3&p99
2026-03-25 10:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25 10:32:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25 10:32:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25 10:32:15,,7.5,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,9.950000000000001,,,,,,,,,,,,,,
2026-03-25 10:32:20,,7.5,,,7.5,5.0,,,3.0,,,,,,20.0,,,9.5,,,9.5,20.500000000000004,,,4.6,,,,,,80.0,,,9.950000000000001,,,9.950000000000001,24.55,,,4.96,,,,,,98.00000000000001,
2026-03-25 10:32:25,,7.5,,,8.333333333333332,5.0,,,3.0,,,19.375,,,20.0,,,9.5,,,20.5,20.500000000000004,,,4.6,,,75.0,,,80.0,,,9.950000000000001,,,24.55,24.55,,,4.96,,,97.49999999999999,,,98.00000000000001,
2026-03-25 10:32:30,,4.882352941176471,,,8.333333333333332,5.0,,,3.0,,,19.375,,,20.0,,,8.96875,,,20.5,20.500000000000004,,,4.6,,,75.0,,,80.0,,,9.896875,,,24.55,24.55,,,4.96,,,97.49999999999999,,,98.00000000000001,
2026-03-25 10:32:35,,4.882352941176471,,,4.0,5.681818181818181,,,3.0,,,19.375,,,16.25,,,8.96875,,,13.75,12.500000000000009,,,4.6,,,75.0,,,23.25,,,9.896875,,,23.875,23.750000000000004,,,4.96,,,97.49999999999999,,,24.825,
2026-03-25 10:32:40,,4.882352941176471,,,3.8571428571428568,5.681818181818181,,,3.0,,,15.625,,,16.25,,,8.96875,,,9.0,12.500000000000009,,,4.6,,,23.125,,,23.25,,,9.896875,,,21.999999999999982,23.750000000000004,,,4.96,,,24.8125,,,24.825,
2026-03-25 10:32:45,,4.84,,,3.8571428571428568,5.681818181818181,,,3.0,,,15.625,,,16.25,,,8.956521739130435,,,9.0,12.500000000000009,,,4.6,,,23.125,,,23.25,,,9.895652173913042,,,21.999999999999982,23.750000000000004,,,4.96,,,24.8125,,,24.825,
2026-03-25 10:32:50,,4.84,,,4.125,4.2857142857142865,,,3.0,,,15.625,,,16.710526315789473,,,8.956521739130435,,,9.642857142857144,9.466666666666669,,,4.6,,,23.125,,,23.97368421052632,,,9.895652173913042,,,23.125000000000007,38.49999999999997,,,4.96,,,24.8125,,,88.49999999999997,
