timestamp,redis-cart-66fc6f5646-j7gr7_cpu,redis-cart-66fc6f5646-j7gr7_memory,redis-cart-66fc6f5646-j7gr7_network,adservice-666b8f9776-2b5h4_cpu,adservice-666b8f9776-2b5h4_memory,adservice-666b8f9776-2b5h4_network,cartservice-7c7b67d59c-s5trb_cpu,cartservice-7c7b67d59c-s5trb_memory,cartservice-7c7b67d59c-s5trb_network,checkoutservice-5874d57bf8-nqjbz_cpu,checkoutservice-5874d57bf8-nqjbz_memory,checkoutservice-5874d57bf8-nqjbz_network,emailservice-54dcbc9c9d-hvjtf_cpu,emailservice-54dcbc9c9d-hvjtf_memory,emailservice-54dcbc9c9d-hvjtf_network,paymentservice-84ff8bdc4-4bqdm_cpu,paymentservice-84ff8bdc4-4bqdm_memory,paymentservice-84ff8bdc4-4bqdm_network,paymentservice-84ff8bdc4-l2k78_cpu,paymentservice-84ff8bdc4-l2k78_memory,paymentservice-84ff8bdc4-l2k78_network,productcatalogservice-69864f99f4-82c8z_cpu,productcatalogservice-69864f99f4-82c8z_memory,productcatalogservice-69864f99f4-82c8z_network,productcatalogservice-69864f99f4-pktrx_cpu,productcatalogservice-69864f99f4-pktrx_memory,productcatalogservice-69864f99f4-pktrx_network,recommendationservice-57784c5cbb-c5gql_cpu,recommendationservice-57784c5cbb-c5gql_memory,recommendationservice-57784c5cbb-c5gql_network,shippingservice-7b678c856b-7k6vs_cpu,shippingservice-7b678c856b-7k6vs_memory,shippingservice-7b678c856b-7k6vs_network,shippingservice-7b678c856b-ft9xn_cpu,shippingservice-7b678c856b-ft9xn_memory,shippingservice-7b678c856b-ft9xn_network,shippingservice-7b678c856b-qbzf6_cpu,shippingservice-7b678c856b-qbzf6_memory,shippingservice-7b678c856b-qbzf6_network,adservice-666b8f9776-pq46d_cpu,adservice-666b8f9776-pq46d_memory,adservice-666b8f9776-pq46d_network,cartservice-7c7b67d59c-dslts_cpu,cartservice-7c7b67d59c-dslts_memory,cartservice-7c7b67d59c-dslts_network,frontend-69fdd56c8f-m556c_cpu,frontend-69fdd56c8f-m556c_memory,frontend-69fdd56c8f-m556c_network,productcatalogservice-69864f99f4-gss9p_cpu,productcatalogservice-69864f99f4-gss9p_memory,productcatalogservice-69864f99f4-gss9p_network,cartservice-7c7b67d59c-wb8bg_cpu,cartservice-7c7b67d59c-wb8bg_memory,cartservice-7c7b67d59c-wb8bg_network,currencyservice-59c949cbfd-ljmcr_cpu,currencyservice-59c949cbfd-ljmcr_memory,currencyservice-59c949cbfd-ljmcr_network,frontend-69fdd56c8f-brtv5_cpu,frontend-69fdd56c8f-brtv5_memory,frontend-69fdd56c8f-brtv5_network,productcatalogservice-69864f99f4-gqpj7_cpu,productcatalogservice-69864f99f4-gqpj7_memory,productcatalogservice-69864f99f4-gqpj7_network,recommendationservice-57784c5cbb-kp7qj_cpu,recommendationservice-57784c5cbb-kp7qj_memory,recommendationservice-57784c5cbb-kp7qj_network
2023-09-25 02:06:39,2.05599276754404,130.830336,49.90489033493928,1.2785070519503998,296.853504,62.04125518677783,2.045731940554493,186.310656,55.1340111632913,0.2054629342164178,154.021888,118.31775361451831,0.6609054695372943,205.766656,49.921055831272874,0.16538854784356874,174.563328,41.633444393399365,0.12814072407827287,171.945984,50.253509292628785,0.20279144530918364,142.053376,93.39641030020853,0.35237881142895994,143.704064,42.22105701367687,1.3491434886449543,206.696448,91.87802470878165,0.3014267994660992,143.42144,88.98311836452349,0.06065705030335155,140.1856,28.694196715490396,0.09841379355707336,140.312576,54.106963585532704,0.48841028850082846,328.17152,16.576064771086198,0.7212984736969258,195.01056,16.741624500095092,0.4219612841003415,152.141824,76.08481142824434,0.1312342925153086,146.06336,18.85801341887343,0.8069545659792102,193.24928,23.972660949040417,0.23096136666656739,180.609024,42.37715077461901,0.41211690320855815,153.919488,68.48933234218057,0.16775117445912577,138.027008,22.534675176411398,0.5626187770406467,190.255104,57.664961346892476
2023-09-25 02:06:44,2.05599276754404,130.830336,67.91943645573147,1.2785070519503998,296.861696,63.500748470526254,2.1223310485991647,184.97536,71.20181869684659,0.07473874048372604,154.021888,120.34381300263304,0.6634564388656468,205.758464,53.869960133109466,0.16538854784356874,174.690304,26.80323761847607,0.15055796926931062,171.76576,23.815098458635713,0.37153831656870434,142.061568,93.39641030020853,0.44553630442647546,142.47936,42.22105701367687,1.3491434886449543,206.696448,91.87802470878165,0.30772918587607484,143.42144,103.79923993076922,0.06069162648397806,140.365824,31.46950497242913,0.11572496204628613,142.606336,41.72339937700339,0.4744098066908941,328.17152,16.576064771086198,0.8106658307733862,195.014656,19.970777642229937,0.4323224300257651,152.141824,76.11944319996886,0.1312342925153086,146.06336,23.315502260029778,0.8146108910503154,193.265664,23.972660949040417,0.23096136666656739,180.699136,30.74739573908621,0.513155616224612,153.919488,68.48933234218057,0.14117042690104656,139.608064,22.534675176411398,0.5626187770406467,190.255104,57.79120627513803
2023-09-25 02:06:49,2.063163367099254,129.912832,67.91943645573147,1.235142702267121,296.050688,43.798826596962314,2.192790485532091,183.652352,71.20181869684659,0.09248985611945183,151.49056,120.34381300263304,0.6634564388656468,205.758464,53.869960133109466,0.1778042911247712,174.665728,39.07552408926518,0.15055796926931062,171.76576,36.77996943444775,0.37153831656870434,142.061568,84.77546259695127,0.44553630442647546,141.258752,59.47413266756833,1.3925302457463846,206.696448,103.03912720728239,0.32165652264953887,143.474688,103.79923993076922,0.07550457552788997,140.193792,67.73716543892382,0.11572496204628613,142.606336,87.14173187167238,0.4744098066908941,328.17152,15.877962853492493,0.8106658307733863,195.018752,19.970777642229937,0.4323224300257651,152.141824,54.745313381271615,0.11451120256804793,144.572416,23.315502260029778,0.8146108910503154,193.282048,27.2401183746584,0.47065493517405665,181.334016,30.74739573908621,0.3806841812067791,153.92768,56.235646599027305,0.14117042690104656,141.197312,22.534675176411405,0.5622043651178444,190.255104,57.791206275138016
2023-09-25 02:06:54,2.063163367099254,129.912832,77.86273473500127,1.235142702267121,296.050688,55.937355862398924,2.192790485532091,183.652352,71.20181869684659,0.09248985611945183,148.942848,164.86641019964898,0.5601230985123222,205.758464,53.869960133109466,0.1319211540368244,174.665728,39.075524089265194,0.1236992639848282,171.769856,38.46633601484361,0.3608121142529017,142.053376,80.7529380505337,0.36057995677742033,141.262848,77.94181064474932,1.1210680787568414,206.696448,103.03912720728239,0.32165652264953887,143.474688,103.79923993076922,0.07550457552788997,140.193792,67.7371654389238,0.16807361601884538,142.610432,87.14173187167238,0.4744098066908941,328.17152,18.150299879334163,0.8096484175433581,195.018752,20.05534024156364,0.4323224300257651,151.871488,82.58582159490946,0.10536687500000141,144.572416,26.054000549820085,0.8074863579327121,193.282048,27.2401183746584,0.47065493517405665,181.538816,23.716565391137085,0.3806841812067791,154.353664,24.97627531805875,0.14189808148213318,141.197312,22.17742921012166,0.5622043651178444,191.123456,57.79120627513803
2023-09-25 02:06:59,2.060402133782882,129.912832,85.06760289228568,1.2317028292527465,296.046592,55.275282378307786,2.149355882771262,183.668736,79.91150930398746,0.10587302340593212,148.942848,187.93892816251343,0.6747397931664921,205.778944,43.03484445344115,0.13914103739775274,174.874624,43.62410524301825,0.16185769693999838,172.130304,38.46633601484361,0.4005115851244146,142.053376,80.7529380505337,0.4309846647175406,141.262848,77.94181064474932,1.4787593693144443,206.696448,103.03912720728239,0.32165652264953887,143.466496,110.06666410925267,0.08816775689927216,140.02176,67.7371654389238,0.14999419883049814,142.6432,87.14173187167238,0.5043297268140091,328.17152,18.150299879334163,0.8096484175433581,195.018752,20.05534024156364,0.65293492506994,151.871488,57.030166275829814,0.12958166603610155,144.572416,26.054000549820085,0.7954197443807538,193.282048,25.298518633860144,0.47065493517405665,181.538816,34.19355758006231,0.365570569409433,154.35776,31.352052883654537,0.14189808148213318,141.254656,26.509538197299044,0.4700381449211013,191.123456,28.25316934575282
2023-09-25 02:07:04,2.077865748451882,130.756608,85.06760289228568,1.2317028292527465,295.227392,55.275282378307786,2.1053064866578906,183.668736,79.91150930398746,0.11885340328595717,149.876736,187.93892816251343,0.6747397931664921,205.791232,66.09822195782932,0.15394763338853226,174.81728,43.62410524301825,0.16185769693999838,172.130304,36.8700839675344,0.4005115851244146,142.053376,86.53623163295848,0.4683699852455528,141.262848,77.94181064474932,1.0337144141245178,209.027072,128.8485083304315,0.295061842314613,143.466496,110.06666410925267,0.08802467327100541,139.710464,74.0918071033164,0.17869452504791625,142.6432,76.28623982629243,0.5029851800299264,328.17152,12.052048839124245,0.8096484175433581,194.998272,20.05534024156364,0.4708803445873138,151.871488,78.3460504068337,0.12958166603610155,143.081472,15.261573751374614,0.7954197443807538,195.588096,25.298518633860144,0.4822327954932803,180.985856,34.19355758006231,0.365570569409433,151.355392,66.57611772291892,0.14189808148213318,141.254656,27.832213460581144,0.5200888814151827,192.929792,28.25316934575282
2023-09-25 02:07:09,2.077865748451882,130.756608,85.06760289228568,1.1847020634451337,295.227392,56.21459480811534,2.1053064866578906,183.877632,79.91150930398746,0.11885340328595717,150.810624,212.78824450674534,0.6747397931664921,205.791232,66.09822195782932,0.17767915188935393,174.81728,50.670685138903224,0.1461850633972225,172.199936,37.97471915767362,0.33823982136283454,141.144064,86.37480905047305,0.4343461976937891,141.262848,77.94181064474932,1.6533531022489116,209.027072,128.8485083304315,0.295061842314613,143.466496,100.05827788716117,0.08802467327100541,139.710464,74.0918071033164,0.1484800000000134,142.6432,76.28623982629243,0.5029851800299264,328.17152,16.67476662316503,0.6919486858725613,194.41664,18.009377993976287,0.4164691008314856,151.257088,88.083802130665,0.14259130775387632,143.081472,9.20111111111111,0.669098628858113,195.588096,25.298518633860144,0.47583350866769203,180.461568,23.51291749050805,0.365570569409433,151.355392,66.57611772291892,0.1262633162804361,141.312,12.397447579771955,0.6006088379289781,193.867776,28.25316934575282
2023-09-25 02:07:14,1.7798744410666207,130.756608,102.3046214050561,0.9827251704035311,295.227392,56.21459480811534,2.091114199090319,184.082432,67.72634502026858,0.1253061079401322,150.810624,260.2728766325088,0.6786175768189068,205.774848,41.58414836572147,0.15389028332729524,174.862336,47.58423489723872,0.17441338533149986,173.903872,37.97471915767362,0.48521681370225167,140.230656,86.37480905047305,0.2915247186887038,141.258752,77.94181064474932,1.6533531022489114,209.027072,101.50482820285659,0.2632001345442419,141.824,100.05827788716117,0.09300815759475385,137.179136,74.0918071033164,0.14848000000001338,142.647296,76.28623982629243,0.49320107578888384,327.59808,16.67476662316503,0.8231115040415884,194.41664,18.009377993976287,0.7780484675556291,150.89664,86.00423883290838,0.13191991728343355,143.081472,27.446968409152973,0.6461558278234224,195.588096,16.243140522021072,0.47583350866769203,180.461568,15.222403920590041,0.3788429151876854,150.470656,66.57611772291892,0.1288283066153624,141.533184,15.581202554205518,0.5065651724144821,193.867776,13.3225
2023-09-25 02:07:19,2.1172848819903383,131.108864,78.64731294631179,1.241527028963082,295.223296,50.539797981726714,2.137259868572225,184.082432,67.72634502026858,0.12530610794013217,150.188032,260.2728766325088,0.6819061483661109,205.774848,56.8209459800293,0.15357121926654635,174.395392,47.58423489723872,0.17441338533149986,173.903872,28.26138440857153,0.48521681370225167,140.230656,93.02018406607013,0.369043934896849,141.258752,81.33229985291436,1.6064355786619757,209.01888,70.6095418626131,0.1802776807626715,140.1856,47.68861588030477,0.09823170431009573,134.959104,74.0918071033164,0.15222437674386874,142.647296,44.222500000000004,0.4078526296236175,327.59808,15.002688076672095,0.8231115040415884,193.24928,18.009377993976287,0.8554141798076484,150.89664,74.35869274453414,0.13191991728343355,143.081472,27.446968409152973,0.5774648067614748,195.588096,25.034758424722583,0.2335674333333297,180.461568,30.699783288351263,0.3788429151876854,150.470656,48.65236354637652,0.1288283066153624,141.533184,19.664691938827747,0.6420254464099145,193.867776,36.31500536703303
2023-09-25 02:07:24,2.1172848819903383,131.108864,44.98052225362191,1.241527028963082,295.223296,50.539797981726714,2.137259868572225,184.086528,67.72634502026858,0.14718989127370413,150.183936,176.6785289787167,0.6819061483661109,205.774848,56.8209459800293,0.15357121926654635,174.219264,47.58423489723872,0.13757818020418772,173.965312,29.04884811288187,0.40955121793836163,140.230656,85.98071011815279,0.35635598605991264,141.258752,81.33229985291436,1.6064355786619757,209.01888,70.6095418626131,0.1802776807626715,140.1856,67.98053679167113,0.09249535086868584,134.959104,54.23561854982226,0.13771216663234007,142.647296,52.050082390116096,0.3667525399745438,327.02464,15.002688076672095,0.8157869156188924,193.24928,11.99333932880581,0.8554141798076484,150.69184,74.35869274453414,0.14163624087934065,143.081472,27.446968409152973,0.851332224858494,195.579904,25.034758424722583,0.3970922424966796,180.977664,30.699783288351263,0.37884291518768537,153.022464,63.81717693916766,0.14325891667527638,141.746176,27.298152658499927,0.6420254464099145,193.867776,36.31500536703303
2023-09-25 02:07:29,2.1172848819903383,131.100672,65.77577752366648,1.281076157851427,295.223296,53.08640608770595,1.6971684437951842,184.086528,72.07451853549779,0.14718989127370413,149.557248,257.91352705838955,0.6819245244088936,205.910016,58.82642321657909,0.17293312857743087,174.313472,41.38366455919226,0.13654418779261607,173.211648,48.710725740488115,0.34513393074688153,140.230656,85.98071011815279,0.35635598605991264,141.04576,81.33229985291436,1.606435578661976,209.01888,50.94206489686021,0.15353248527885827,140.1856,65.52871919895364,0.09249535086868584,134.959104,90.22876845269944,0.16970621616333073,139.776,41.13922673926684,0.47795642789375975,327.02464,15.002688076672092,0.7451760001957036,193.24928,16.46712875446335,0.8554141798076484,150.69184,73.42888085704062,0.14163624087934065,143.081472,23.443422459050662,0.843317209178192,195.579904,25.034758424722583,0.44241412919507705,181.211136,29.275663495066535,0.40225753001391146,153.915392,63.81717693916766,0.17956120439213247,142.00832,27.298152658499927,0.6860094342670835,193.867776,36.31500536703302
2023-09-25 02:07:34,2.1382953114753636,131.100672,56.96582736298653,1.2515309398547185,296.3456,58.348087603125286,2.0697420792077965,184.082432,72.07451853549779,0.14718989127370413,149.56544,257.91352705838955,0.6819245244088936,205.910016,55.90262713877658,0.15875750460755292,174.706688,49.00885478248363,0.13654418779261607,172.658688,48.710725740488115,0.3473657169834344,140.234752,92.70687480447023,0.35635598605991264,141.04576,113.73977338007293,0.6581774333331698,209.022976,79.00706525225635,0.1790523566989083,140.181504,65.52871919895364,0.10303371068552412,135.196672,90.22876845269944,0.16970621616333073,139.776,105.75783384062049,0.47795642789375975,327.02464,14.884050959680287,0.7427409692812463,193.314816,16.574892998924447,0.8554141798076484,150.69184,44.20239094107631,0.14163624087934065,143.089664,23.443422459050662,0.843317209178192,195.559424,27.452154737105268,0.5438626403807701,181.530624,33.13920433417736,0.47630746370450516,154.80832,83.70757059568248,0.17956120439213247,142.00832,26.029907729840524,0.5744500083920419,193.867776,36.17895011147931
2023-09-25 02:07:39,2.125411529598822,130.977792,56.96582736298653,1.2654562224260801,296.3456,58.348087603125286,2.0697420792077965,185.249792,72.07451853549779,0.12107456552479427,149.569536,228.4246559556901,0.5654277651058377,204.623872,55.90262713877658,0.15875750460755292,175.4112,49.00885478248361,0.12634354768440287,172.793856,38.63363774093091,0.3473657169834344,140.234752,92.70687480447023,0.27505691005556154,141.04576,113.73977338007293,0.6581774333331698,209.022976,79.00706525225635,0.1790523566989083,140.32896,54.06341458623618,0.10020555435643412,135.196672,61.3821836436799,0.1022489157419415,137.674752,94.10349120796988,0.47795642789375986,327.02464,15.301945527927014,0.7427409692812463,193.388544,16.574892998924447,0.29730292062691177,150.69184,35.21709256125806,0.10927327499996586,143.097856,23.443422459050662,0.7956084329285399,195.559424,29.754274184137117,0.5206429110554249,181.129216,38.23341119758862,0.42402106668216266,154.824704,83.70757059568248,0.1534879199521482,142.270464,27.828102020325627,0.5994721826245376,193.867776,36.17895011147931
