timestamp,openclaw-gateway_details-v1&p50,productpage-v1_details-v1&p50,unknown_details-v1&p50,unknown_productpage-v1&p50,openclaw-gateway_ratings-v1&p50,reviews-v2_ratings-v1&p50,reviews-v3_ratings-v1&p50,unknown_ratings-v1&p50,openclaw-gateway_reviews-v1&p50,productpage-v1_reviews-v1&p50,unknown_reviews-v1&p50,openclaw-gateway_reviews-v2&p50,productpage-v1_reviews-v2&p50,unknown_reviews-v2&p50,openclaw-gateway_reviews-v3&p50,productpage-v1_reviews-v3&p50,unknown_reviews-v3&p50,openclaw-gateway_details-v1&p90,productpage-v1_details-v1&p90,unknown_details-v1&p90,unknown_productpage-v1&p90,openclaw-gateway_ratings-v1&p90,reviews-v2_ratings-v1&p90,reviews-v3_ratings-v1&p90,unknown_ratings-v1&p90,openclaw-gateway_reviews-v1&p90,productpage-v1_reviews-v1&p90,unknown_reviews-v1&p90,openclaw-gateway_reviews-v2&p90,productpage-v1_reviews-v2&p90,unknown_reviews-v2&p90,openclaw-gateway_reviews-v3&p90,productpage-v1_reviews-v3&p90,unknown_reviews-v3&p90,openclaw-gateway_details-v1&p99,productpage-v1_details-v1&p99,unknown_details-v1&p99,unknown_productpage-v1&p99,openclaw-gateway_ratings-v1&p99,reviews-v2_ratings-v1&p99,reviews-v3_ratings-v1&p99,unknown_ratings-v1&p99,openclaw-gateway_reviews-v1&p99,productpage-v1_reviews-v1&p99,unknown_reviews-v1&p99,openclaw-gateway_reviews-v2&p99,productpage-v1_reviews-v2&p99,unknown_reviews-v2&p99,openclaw-gateway_reviews-v3&p99,productpage-v1_reviews-v3&p99,unknown_reviews-v3&p99
2026-03-25 10:19:10,10.0,,,183.33333333333334,5.0,,,,,,,,,,,,,90.0,,,350.00000000000017,90.0,,,,,,,,,,,,,99.0,,,485.0,99.0,,,,,,,,,,,,
2026-03-25 10:19:15,25.0,,,183.33333333333334,5.0,,,,,,,,,,,,,90.0,,,350.00000000000017,90.0,,,,,,,,,,,,,99.0,,,485.0,99.0,,,,,,,,,,,,
2026-03-25 10:19:20,17.5,,,183.33333333333334,,,5.0,,,,,,,,100.0,,,23.5,,,350.00000000000017,,,9.0,,,,,,,,220.0,,,24.85,,,485.0,,,9.9,,,,,,,,247.0,,
2026-03-25 10:19:25,17.5,,,183.33333333333334,,,5.0,,,,,,,,100.0,,,23.5,,,350.00000000000017,,,9.0,,,,,,,,220.0,,,24.85,,,485.0,,,9.9,,,,,,,,247.0,,
2026-03-25 10:19:30,7.5,,,183.33333333333334,,,5.0,,,,,,,,100.0,,,9.5,,,350.00000000000017,,,9.0,,,,,,,,220.0,,,9.950000000000001,,,485.0,,,9.9,,,,,,,,247.0,,
2026-03-25 10:19:35,62.5,,,183.33333333333334,,,,,,,,,,,,,,92.5,,,350.00000000000017,,,,,,,,,,,,,,99.25,,,485.0,,,,,,,,,,,,,
2026-03-25 10:19:40,62.5,,,0.0,,,,,,,,,,,,,,92.5,,,0.0,,,,,,,,,,,,,,99.25,,,0.0,,,,,,,,,,,,,
2026-03-25 10:19:45,62.5,,,0.0,,,,,,,,,,,,,,92.5,,,0.0,,,,,,,,,,,,,,99.25,,,0.0,,,,,,,,,,,,,
2026-03-25 10:19:50,10.0,,,0.0,5.0,,,,,,,,,,,,,90.0,,,0.0,90.0,,,,,,,,,,,,,99.0,,,0.0,99.0,,,,,,,,,,,,
2026-03-25 10:19:55,10.0,,,0.0,5.0,7.5,,,,,,,75.0,,,,,90.0,,,0.0,90.0,9.5,,,,,,,95.0,,,,,99.0,,,0.0,99.0,9.950000000000001,,,,,,,99.5,,,,
