timestamp,details-v1-bf9f794fb-zxrkg_cpu,productpage-v1-649f4b6b86-h6nsx_cpu,ratings-v1-5f7bb6dbdd-hb8rk_cpu,reviews-v1-665cdc9c56-bnc58_cpu,reviews-v2-78f7489cc8-kfj2q_cpu,reviews-v3-7778f74db8-bk7k6_cpu,details-v1-bf9f794fb-zxrkg_memory,productpage-v1-649f4b6b86-h6nsx_memory,ratings-v1-5f7bb6dbdd-hb8rk_memory,reviews-v1-665cdc9c56-bnc58_memory,reviews-v2-78f7489cc8-kfj2q_memory,reviews-v3-7778f74db8-bk7k6_memory,productpage-v1-649f4b6b86-h6nsx_network,ratings-v1-5f7bb6dbdd-hb8rk_network,reviews-v1-665cdc9c56-bnc58_network,details-v1-bf9f794fb-zxrkg_network,reviews-v3-7778f74db8-bk7k6_network,reviews-v2-78f7489cc8-kfj2q_network
2026-03-25 10:19:10,0.45924470000026457,2.6786144666402834,0.051892366666805856,3.801170433325751,3.9741506999992757,5.018521366673667,62.377984,312.803328,31.41632,116.174848,118.902784,122.724352,3395.0044444444443,658.7777777777778,842.9344444444446,320.40999999999997,894.0099999999999,530.5344444444445
2026-03-25 10:19:15,0.45924470000026457,2.6786144666402834,0.051892366666805856,3.801170433325751,3.9741506999992757,5.018521366673667,62.377984,312.803328,31.41632,116.174848,118.902784,122.724352,3395.0044444444443,658.7777777777778,842.9344444444446,320.40999999999997,894.0099999999999,530.5344444444445
2026-03-25 10:19:20,0.45924470000026457,2.6786144666402834,0.051892366666805856,3.801170433325751,3.9741506999992757,5.018521366673667,62.377984,312.803328,31.41632,116.174848,118.902784,122.724352,3395.0044444444443,658.7777777777778,842.9344444444446,320.40999999999997,894.0099999999999,530.5344444444445
2026-03-25 10:19:25,0.45924470000026457,2.6786144666402834,0.051892366666805856,3.801170433325751,3.9741506999992757,5.018521366673667,62.377984,312.803328,31.41632,116.174848,118.902784,122.724352,3395.0044444444443,658.7777777777778,842.9344444444446,320.40999999999997,894.0099999999999,530.5344444444445
2026-03-25 10:19:30,0.45924470000026457,2.6786144666402834,0.051892366666805856,3.801170433325751,3.9741506999992757,5.018521366673667,62.377984,312.803328,31.41632,116.174848,118.902784,122.724352,3395.0044444444443,658.7777777777778,842.9344444444446,320.40999999999997,894.0099999999999,530.5344444444445
2026-03-25 10:19:35,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:19:40,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:19:45,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:19:50,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:19:55,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:20:00,0.9419908666662498,7.0490226666758335,0.11711816666656696,3.146005366670579,3.1148769666742737,4.936955366656548,62.386176,312.803328,31.449088,116.174848,118.902784,122.724352,3214.8900000000003,448.0277777777778,377.65444444444444,2218.4100000000003,821.7777777777778,2496.667777777778
2026-03-25 10:20:05,1.8408193333338356,7.331667266680597,0.2506493333333045,4.515920233325232,4.186595066660932,4.78831476666528,62.68928,312.868864,31.596544,116.174848,118.919168,122.740736,4904.667777777778,850.6944444444445,553.8177777777779,780.2711111111112,272.25,860.4444444444443
