timestamp,vCPU,memory
2023-09-24 06:44:01,0.10421931317746379,22.767960406092953
2023-09-24 06:44:06,0.10265243204534329,19.295656514954164
2023-09-24 06:44:11,0.10259686361143397,18.858225128084914
2023-09-24 06:44:16,0.1064786594436713,22.062121701023603
2023-09-24 06:44:21,0.10931979144621361,20.3577004229712
2023-09-24 06:44:26,0.11137533981499217,18.62176266166317
2023-09-24 06:44:31,0.1102641750833464,14.61817031169619
2023-09-24 06:44:36,0.11146085138402277,16.772620487882612
2023-09-24 06:44:41,0.11023624120737857,16.53822279255263
2023-09-24 06:44:46,0.11028389883343145,15.726324344852346
2023-09-24 06:44:51,0.120086033512367,22.117371919175163
2023-09-24 06:44:56,0.12364808138029895,22.46237491359263
2023-09-24 06:45:01,0.12146173849553163,20.916411727701362
2023-09-24 06:45:06,0.11968290793469803,25.68072853057942
2023-09-24 06:45:11,0.1251128497175259,22.16326934387962
2023-09-24 06:45:16,0.12715106596357537,22.43723844532521
2023-09-24 06:45:21,0.1274595067539962,22.677592696603824
2023-09-24 06:45:26,0.11550911280977695,22.550938147298282
2023-09-24 06:45:31,0.11686915718427021,19.575245231102592
2023-09-24 06:45:36,0.10896284592794407,13.687693541422396
2023-09-24 06:45:41,0.11295702604406296,9.391750862011083
2023-09-24 06:45:46,0.11006377354224348,8.447378853187953
2023-09-24 06:45:51,0.11931068619495822,6.230880407706079
2023-09-24 06:45:56,0.11804433625547993,6.333844741369514
2023-09-24 06:46:01,0.11118649375992998,6.371116046803739
2023-09-24 06:46:06,0.11496060333529651,7.366647395238539
2023-09-24 06:46:11,0.12110082197580657,8.543763774476329
2023-09-24 06:46:16,0.11663360547463718,10.670881591874199
2023-09-24 06:46:21,0.11697489546238395,9.988037203832606
2023-09-24 06:46:26,0.11833957643021477,15.756078755894318
2023-09-24 06:46:31,0.11892366090309145,16.337016617579053
2023-09-24 06:46:36,0.11981647402271421,18.605059957977193
2023-09-24 06:46:41,0.11811933576343475,17.00211637732612
2023-09-24 06:46:46,0.10959524557214174,16.127525646301372
2023-09-24 06:46:51,0.102606870426382,22.990895622739735
2023-09-24 06:46:56,0.09893734505552054,23.278522282775064
2023-09-24 06:47:01,0.09453261894010749,20.88037491667425
2023-09-24 06:47:06,0.11980167567913562,20.468716658302696
